RequestID,ClientID,RequestDate,RequestType,Status
11041,8204,2025-05-13,Portfolio Review,Closed
11042,3510,2023-07-30,Issue Resolution,Pending
11043,3017,2023-09-12,Account Opening,Pending
11044,9293,2023-08-01,Account Opening,Pending
11045,2263,2024-12-13,Issue Resolution,Closed
11046,338,2023-12-21,Portfolio Review,Pending
11047,2436,2024-07-29,Account Opening,Pending
11048,9023,2024-12-04,Account Opening,Pending
11049,5113,2023-11-07,Portfolio Review,Open
11050,1230,2024-04-11,Issue Resolution,Pending
11051,5793,2023-09-17,Account Opening,Pending
11052,7531,2024-12-16,Portfolio Review,Closed
11053,3915,2024-07-06,Account Opening,Pending
11054,204,2023-11-06,Portfolio Review,Closed
11055,7065,2025-02-26,Portfolio Review,Closed
11056,5878,2025-06-06,Portfolio Review,Open
11057,8985,2024-08-17,Portfolio Review,Pending
11058,7335,2023-11-20,Account Opening,Closed
11059,1771,2024-07-29,Portfolio Review,Open
11060,3123,2025-06-29,Account Opening,Pending
11061,4626,2024-08-11,Portfolio Review,Closed
11062,4300,2025-05-09,Account Opening,Open
11063,748,2024-05-15,Portfolio Review,Pending
11064,8456,2023-11-28,Account Opening,Pending
11065,4918,2024-12-10,Issue Resolution,Closed
11066,4140,2024-03-05,Portfolio Review,Open
11067,6152,2023-09-26,Account Opening,Closed
11068,6850,2024-11-05,Issue Resolution,Open
11069,2672,2024-11-23,Account Opening,Closed
11070,5808,2023-08-11,Portfolio Review,Open
11071,2267,2024-07-10,Portfolio Review,Open
11072,5296,2023-08-07,Account Opening,Closed
11073,7109,2024-07-10,Issue Resolution,Open
11074,2191,2024-11-02,Account Opening,Open
11075,3457,2024-08-22,Account Opening,Pending
11076,6748,2024-09-19,Account Opening,Open
11077,3862,2023-08-23,Issue Resolution,Open
11078,6783,2023-09-15,Issue Resolution,Open
11079,3969,2024-11-13,Portfolio Review,Closed
11080,9750,2024-11-07,Account Opening,Open
11081,956,2023-11-01,Portfolio Review,Pending
11082,126,2023-10-01,Issue Resolution,Pending
11083,3129,2023-09-28,Portfolio Review,Closed
11084,6912,2024-04-21,Portfolio Review,Closed
11085,7991,2024-03-21,Issue Resolution,Closed
11086,9066,2024-08-24,Account Opening,Open
11087,3805,2024-03-14,Issue Resolution,Closed
11088,6770,2024-03-18,Portfolio Review,Closed
11089,2442,2024-02-23,Issue Resolution,Closed
11090,6921,2024-07-14,Issue Resolution,Closed
11091,3799,2023-12-11,Account Opening,Open
11092,3140,2025-03-22,Account Opening,Pending
11093,2988,2024-01-14,Account Opening,Pending
11094,3135,2025-05-18,Account Opening,Pending
11095,4505,2023-10-23,Account Opening,Closed
11096,4240,2025-03-03,Portfolio Review,Closed
11097,7495,2024-11-15,Portfolio Review,Open
11098,6040,2025-06-23,Issue Resolution,Pending
11099,8812,2024-06-21,Portfolio Review,Pending
11100,5057,2023-11-01,Portfolio Review,Pending
11101,3055,2024-02-06,Portfolio Review,Pending
11102,7039,2024-06-07,Portfolio Review,Pending
11103,6128,2025-01-22,Portfolio Review,Open
11104,9849,2024-12-06,Issue Resolution,Open
11105,4705,2025-03-17,Issue Resolution,Closed
11106,6265,2024-11-19,Issue Resolution,Open
11107,1697,2024-04-08,Issue Resolution,Closed
11108,7777,2025-05-19,Portfolio Review,Closed
11109,3869,2025-04-08,Portfolio Review,Pending
11110,269,2024-12-24,Account Opening,Pending
11111,8459,2025-02-21,Portfolio Review,Closed
11112,1631,2024-06-29,Issue Resolution,Open
11113,69,2024-04-12,Portfolio Review,Closed
11114,1076,2024-12-14,Portfolio Review,Pending
11115,7172,2023-07-31,Portfolio Review,Closed
11116,7331,2024-11-06,Portfolio Review,Open
11117,9038,2024-06-03,Issue Resolution,Closed
11118,9483,2023-11-14,Issue Resolution,Pending
11119,3108,2024-12-16,Issue Resolution,Closed
11120,805,2024-07-05,Account Opening,Open
11121,2840,2025-01-03,Issue Resolution,Pending
11122,3676,2023-12-14,Account Opening,Closed
11123,9054,2024-01-09,Portfolio Review,Closed
11124,54,2024-08-01,Issue Resolution,Pending
11125,965,2024-03-12,Portfolio Review,Pending
11126,1849,2025-03-15,Portfolio Review,Pending
11127,1208,2024-07-21,Issue Resolution,Closed
11128,1804,2025-06-24,Account Opening,Open
11129,4107,2024-04-05,Portfolio Review,Pending
11130,7900,2025-01-22,Account Opening,Open
11131,5029,2024-07-30,Issue Resolution,Open
11132,728,2023-11-26,Portfolio Review,Closed
11133,5162,2024-07-07,Issue Resolution,Pending
11134,1342,2024-12-05,Issue Resolution,Open
11135,3197,2023-09-28,Account Opening,Closed
11136,8652,2025-07-10,Portfolio Review,Pending
11137,7115,2023-08-21,Portfolio Review,Pending
11138,5331,2024-12-03,Portfolio Review,Open
11139,6968,2024-09-19,Portfolio Review,Open
11140,1069,2023-08-05,Account Opening,Closed
11141,6833,2023-09-25,Account Opening,Closed
11142,6830,2025-07-24,Account Opening,Open
11143,1525,2024-05-01,Portfolio Review,Open
11144,2364,2023-08-10,Issue Resolution,Open
11145,9098,2024-09-07,Portfolio Review,Closed
11146,386,2024-07-19,Portfolio Review,Open
11147,2174,2024-02-21,Portfolio Review,Pending
11148,4572,2025-01-24,Issue Resolution,Pending
11149,3455,2024-02-14,Issue Resolution,Closed
11150,8405,2024-10-24,Portfolio Review,Closed
11151,1879,2024-04-07,Issue Resolution,Closed
11152,7156,2025-03-28,Account Opening,Closed
11153,6797,2024-03-05,Account Opening,Closed
11154,7512,2025-06-17,Portfolio Review,Pending
11155,3865,2025-04-27,Portfolio Review,Pending
11156,3310,2025-04-17,Issue Resolution,Closed
11157,592,2024-01-24,Account Opening,Pending
11158,6877,2024-07-26,Account Opening,Closed
11159,2921,2024-07-30,Account Opening,Pending
11160,4503,2024-12-11,Issue Resolution,Closed
11161,3822,2023-11-09,Portfolio Review,Pending
11162,4885,2025-07-04,Issue Resolution,Closed
11163,1035,2024-08-22,Issue Resolution,Pending
11164,5609,2023-11-25,Issue Resolution,Pending
11165,1734,2025-07-06,Issue Resolution,Pending
11166,9728,2023-08-12,Account Opening,Closed
11167,6587,2025-03-04,Portfolio Review,Closed
11168,8156,2023-12-22,Issue Resolution,Closed
11169,4708,2024-10-26,Account Opening,Closed
11170,4282,2024-08-31,Issue Resolution,Closed
11171,8391,2025-07-03,Issue Resolution,Open
11172,9178,2024-05-12,Issue Resolution,Closed
11173,246,2024-12-30,Issue Resolution,Closed
11174,6614,2023-11-03,Issue Resolution,Open
11175,6909,2023-12-17,Issue Resolution,Closed
11176,2393,2023-08-10,Portfolio Review,Pending
11177,690,2024-05-31,Portfolio Review,Closed
11178,9906,2025-05-22,Issue Resolution,Pending
11179,530,2023-11-22,Account Opening,Pending
11180,2371,2025-04-11,Issue Resolution,Pending
11181,338,2024-05-19,Account Opening,Open
11182,8995,2025-06-30,Issue Resolution,Pending
11183,272,2024-11-30,Portfolio Review,Open
11184,4643,2025-02-15,Account Opening,Closed
11185,8948,2024-02-12,Account Opening,Pending
11186,4808,2024-01-06,Account Opening,Open
11187,5015,2024-11-14,Account Opening,Closed
11188,7918,2024-05-20,Account Opening,Closed
11189,1202,2024-01-21,Account Opening,Closed
11190,844,2024-03-18,Portfolio Review,Pending
11191,4037,2023-09-20,Account Opening,Closed
11192,1765,2024-04-02,Portfolio Review,Closed
11193,7282,2024-10-27,Portfolio Review,Pending
11194,8243,2023-11-07,Portfolio Review,Closed
11195,11,2023-08-28,Portfolio Review,Open
11196,5165,2024-08-17,Portfolio Review,Pending
11197,4610,2024-09-18,Account Opening,Pending
11198,9120,2023-12-31,Account Opening,Pending
11199,6330,2025-02-21,Portfolio Review,Closed
11200,9609,2024-11-08,Issue Resolution,Open
11201,8921,2024-02-20,Portfolio Review,Open
11202,6998,2025-03-11,Account Opening,Pending
11203,7939,2024-08-29,Account Opening,Pending
11204,9464,2024-12-08,Account Opening,Pending
11205,3056,2024-05-13,Issue Resolution,Pending
11206,7682,2025-04-12,Account Opening,Open
11207,1249,2025-05-30,Issue Resolution,Open
11208,2017,2024-04-24,Issue Resolution,Open
11209,5924,2024-08-05,Account Opening,Open
11210,1984,2024-03-13,Account Opening,Closed
11211,5189,2025-01-30,Account Opening,Open
11212,5783,2024-12-26,Portfolio Review,Open
11213,434,2024-01-20,Portfolio Review,Pending
11214,6742,2024-07-11,Portfolio Review,Pending
11215,7291,2025-03-10,Account Opening,Closed
11216,1909,2023-08-07,Portfolio Review,Open
11217,7708,2023-10-08,Account Opening,Pending
11218,1964,2025-03-21,Issue Resolution,Open
11219,6425,2023-10-07,Issue Resolution,Pending
11220,3008,2024-11-12,Portfolio Review,Pending
11221,5103,2025-04-28,Issue Resolution,Pending
11222,2166,2024-05-02,Issue Resolution,Open
11223,1786,2025-04-25,Issue Resolution,Open
11224,518,2024-06-18,Account Opening,Closed
11225,2767,2023-08-11,Portfolio Review,Open
11226,4899,2024-02-21,Portfolio Review,Pending
11227,1236,2025-07-19,Issue Resolution,Closed
11228,7115,2024-07-18,Portfolio Review,Open
11229,14,2024-01-09,Account Opening,Pending
11230,4735,2023-09-04,Account Opening,Closed
11231,5896,2024-02-05,Issue Resolution,Closed
11232,4378,2024-09-09,Portfolio Review,Open
11233,8762,2024-05-19,Account Opening,Closed
11234,8551,2023-12-20,Issue Resolution,Open
11235,6352,2024-05-31,Issue Resolution,Open
11236,9969,2023-12-01,Issue Resolution,Open
11237,9409,2024-12-04,Account Opening,Pending
11238,1935,2024-06-11,Issue Resolution,Closed
11239,7184,2023-11-15,Portfolio Review,Pending
11240,3923,2024-04-22,Issue Resolution,Closed
11241,4555,2025-01-19,Issue Resolution,Pending
11242,4799,2023-12-21,Issue Resolution,Closed
11243,4004,2025-07-21,Account Opening,Closed
11244,9660,2025-05-30,Portfolio Review,Open
11245,7076,2024-11-13,Account Opening,Pending
11246,5914,2024-06-29,Account Opening,Open
11247,8716,2025-05-22,Account Opening,Open
11248,732,2024-05-11,Portfolio Review,Open
11249,4479,2024-05-02,Account Opening,Closed
11250,1364,2023-11-11,Portfolio Review,Pending
11251,3748,2025-05-26,Portfolio Review,Closed
11252,6484,2023-08-24,Portfolio Review,Pending
11253,8251,2024-07-12,Portfolio Review,Closed
11254,3086,2024-02-26,Portfolio Review,Open
11255,9945,2024-05-02,Issue Resolution,Pending
11256,7687,2024-01-28,Account Opening,Closed
11257,3040,2024-01-23,Account Opening,Pending
11258,4650,2024-10-20,Portfolio Review,Closed
11259,6401,2024-01-11,Account Opening,Closed
11260,5094,2025-06-25,Issue Resolution,Pending
11261,7000,2024-12-19,Portfolio Review,Open
11262,5312,2025-01-02,Account Opening,Pending
11263,1866,2023-10-31,Issue Resolution,Closed
11264,4716,2024-07-25,Account Opening,Closed
11265,6776,2024-05-12,Issue Resolution,Closed
11266,8760,2024-05-23,Portfolio Review,Open
11267,1007,2023-09-30,Issue Resolution,Open
11268,9165,2025-06-09,Issue Resolution,Closed
11269,9774,2025-06-30,Account Opening,Closed
11270,9155,2024-09-14,Issue Resolution,Pending
11271,8818,2024-12-18,Account Opening,Pending
11272,7026,2025-05-01,Portfolio Review,Open
11273,510,2024-10-01,Portfolio Review,Pending
11274,4270,2025-02-19,Issue Resolution,Pending
11275,4019,2024-02-25,Portfolio Review,Open
11276,7091,2025-07-04,Account Opening,Pending
11277,2368,2025-06-23,Issue Resolution,Closed
11278,5032,2023-09-15,Issue Resolution,Open
11279,4420,2024-04-13,Portfolio Review,Closed
11280,9279,2023-10-20,Issue Resolution,Open
11281,7545,2024-10-02,Portfolio Review,Open
11282,5548,2024-09-08,Portfolio Review,Closed
11283,2933,2025-02-16,Portfolio Review,Open
11284,2636,2024-11-16,Account Opening,Closed
11285,6222,2025-05-08,Account Opening,Open
11286,3375,2024-11-05,Portfolio Review,Pending
11287,9130,2024-02-04,Issue Resolution,Open
11288,682,2023-11-07,Account Opening,Closed
11289,3842,2025-02-22,Issue Resolution,Open
11290,8281,2025-03-14,Portfolio Review,Open
11291,5238,2025-06-11,Account Opening,Open
11292,8183,2023-09-03,Issue Resolution,Open
11293,7268,2024-02-01,Account Opening,Pending
11294,8819,2024-05-13,Portfolio Review,Pending
11295,4828,2025-02-16,Issue Resolution,Open
11296,4738,2023-09-11,Issue Resolution,Pending
11297,429,2025-02-05,Account Opening,Pending
11298,2068,2024-12-02,Portfolio Review,Open
11299,4410,2025-07-11,Issue Resolution,Open
11300,2670,2024-06-02,Issue Resolution,Pending
11301,8086,2024-04-06,Account Opening,Open
11302,532,2024-03-15,Account Opening,Closed
11303,4089,2025-02-24,Account Opening,Closed
11304,7888,2023-08-16,Account Opening,Pending
11305,2527,2024-12-12,Account Opening,Closed
11306,5356,2024-03-26,Account Opening,Closed
11307,2887,2024-09-22,Account Opening,Closed
11308,4369,2025-02-13,Portfolio Review,Closed
11309,2987,2024-02-11,Portfolio Review,Open
11310,4931,2023-11-11,Portfolio Review,Open
11311,3978,2023-12-31,Account Opening,Open
11312,1806,2024-06-19,Account Opening,Open
11313,7266,2023-08-18,Issue Resolution,Closed
11314,3571,2025-07-23,Issue Resolution,Closed
11315,5782,2025-01-03,Portfolio Review,Pending
11316,177,2023-10-15,Account Opening,Closed
11317,9845,2025-01-01,Account Opening,Closed
11318,5348,2024-01-04,Account Opening,Closed
11319,26,2025-01-10,Account Opening,Pending
11320,5322,2025-05-08,Account Opening,Closed
11321,5088,2024-01-14,Portfolio Review,Pending
11322,3639,2025-07-07,Issue Resolution,Open
11323,6178,2024-07-15,Account Opening,Pending
11324,5763,2025-05-27,Issue Resolution,Pending
11325,8548,2025-01-01,Account Opening,Closed
11326,4842,2025-03-17,Portfolio Review,Pending
11327,5230,2024-01-21,Portfolio Review,Closed
11328,5030,2024-04-03,Issue Resolution,Pending
11329,4585,2025-03-12,Portfolio Review,Pending
11330,6084,2025-06-27,Account Opening,Closed
11331,3562,2024-08-29,Account Opening,Closed
11332,9951,2024-01-16,Portfolio Review,Closed
11333,4188,2024-02-16,Account Opening,Open
11334,552,2024-02-02,Account Opening,Open
11335,659,2025-06-13,Issue Resolution,Closed
11336,1963,2025-03-08,Account Opening,Pending
11337,8024,2025-03-03,Portfolio Review,Open
11338,284,2024-01-29,Portfolio Review,Closed
11339,2482,2024-02-23,Issue Resolution,Pending
11340,4970,2024-07-27,Account Opening,Pending
11341,5545,2024-11-14,Account Opening,Open
11342,6273,2023-12-22,Account Opening,Open
11343,2900,2024-09-04,Portfolio Review,Open
11344,5155,2025-07-15,Issue Resolution,Open
11345,1007,2025-07-28,Portfolio Review,Closed
11346,3408,2024-02-04,Issue Resolution,Closed
11347,9228,2025-06-19,Portfolio Review,Open
11348,2392,2024-03-02,Portfolio Review,Pending
11349,5137,2024-02-08,Portfolio Review,Pending
11350,6472,2024-01-14,Account Opening,Pending
11351,5422,2024-03-24,Portfolio Review,Closed
11352,8125,2023-08-07,Portfolio Review,Pending
11353,9806,2024-05-25,Issue Resolution,Closed
11354,7496,2024-09-13,Portfolio Review,Open
11355,5094,2025-05-27,Issue Resolution,Closed
11356,6797,2024-07-23,Issue Resolution,Closed
11357,9602,2024-07-10,Portfolio Review,Closed
11358,2341,2024-09-29,Account Opening,Open
11359,8696,2023-10-23,Account Opening,Open
11360,1659,2024-11-25,Issue Resolution,Pending
11361,5577,2023-10-27,Issue Resolution,Closed
11362,468,2024-03-30,Issue Resolution,Pending
11363,7299,2024-03-03,Account Opening,Closed
11364,9336,2024-03-17,Issue Resolution,Pending
11365,3356,2024-04-11,Issue Resolution,Open
11366,6591,2023-10-31,Issue Resolution,Open
11367,9141,2023-09-24,Account Opening,Closed
11368,1129,2024-04-07,Account Opening,Pending
11369,7109,2024-01-01,Account Opening,Open
11370,4703,2024-08-31,Account Opening,Open
11371,8688,2024-10-15,Issue Resolution,Pending
11372,7790,2024-08-23,Account Opening,Closed
11373,5645,2024-03-14,Portfolio Review,Open
11374,2992,2023-08-04,Portfolio Review,Open
11375,5481,2023-12-29,Portfolio Review,Open
11376,3568,2024-09-26,Portfolio Review,Pending
11377,1620,2023-11-11,Issue Resolution,Closed
11378,2666,2025-02-03,Account Opening,Closed
11379,373,2025-07-03,Portfolio Review,Closed
11380,346,2024-02-13,Portfolio Review,Closed
11381,3266,2024-06-21,Issue Resolution,Closed
11382,6363,2024-11-11,Account Opening,Pending
11383,7624,2023-09-22,Issue Resolution,Pending
11384,4183,2023-11-16,Issue Resolution,Pending
11385,1457,2025-01-29,Issue Resolution,Open
11386,9904,2025-03-02,Issue Resolution,Open
11387,2316,2025-01-07,Issue Resolution,Pending
11388,9894,2025-04-15,Issue Resolution,Closed
11389,1192,2024-08-25,Portfolio Review,Pending
11390,3496,2024-01-25,Portfolio Review,Closed
11391,7238,2024-05-06,Portfolio Review,Open
11392,2706,2024-02-13,Issue Resolution,Pending
11393,4734,2024-04-29,Portfolio Review,Open
11394,680,2024-04-12,Portfolio Review,Closed
11395,7889,2023-10-07,Account Opening,Closed
11396,5694,2024-08-18,Portfolio Review,Open
11397,1231,2023-11-20,Account Opening,Open
11398,8465,2024-02-07,Issue Resolution,Pending
11399,1235,2025-06-09,Account Opening,Pending
11400,5458,2024-10-20,Issue Resolution,Pending
11401,1746,2024-12-29,Issue Resolution,Pending
11402,5597,2025-02-17,Portfolio Review,Pending
11403,1569,2025-06-03,Account Opening,Pending
11404,9961,2024-05-06,Account Opening,Open
11405,6141,2024-09-12,Portfolio Review,Open
11406,4788,2024-09-26,Portfolio Review,Pending
11407,8486,2024-12-08,Account Opening,Open
11408,3999,2024-05-17,Portfolio Review,Open
11409,9237,2024-02-03,Issue Resolution,Open
11410,3838,2024-07-15,Portfolio Review,Closed
11411,3297,2024-10-10,Issue Resolution,Open
11412,9620,2024-06-19,Issue Resolution,Closed
11413,6937,2024-08-04,Account Opening,Open
11414,8117,2024-07-22,Portfolio Review,Pending
11415,3083,2024-04-15,Account Opening,Open
11416,7264,2024-04-29,Portfolio Review,Open
11417,9138,2023-11-17,Account Opening,Closed
11418,4769,2023-09-27,Issue Resolution,Open
11419,4331,2024-11-16,Account Opening,Pending
11420,9750,2024-05-07,Issue Resolution,Open
11421,3954,2024-10-26,Portfolio Review,Closed
11422,7372,2023-08-05,Portfolio Review,Open
11423,9447,2023-12-27,Issue Resolution,Pending
11424,8316,2025-07-16,Portfolio Review,Open
11425,8235,2025-04-17,Portfolio Review,Pending
11426,680,2024-12-05,Portfolio Review,Open
11427,7536,2023-12-28,Issue Resolution,Closed
11428,9519,2025-07-24,Account Opening,Closed
11429,7001,2023-10-17,Portfolio Review,Pending
11430,6927,2024-10-04,Issue Resolution,Pending
11431,7395,2025-02-24,Issue Resolution,Pending
11432,2767,2023-12-12,Portfolio Review,Pending
11433,7746,2023-11-11,Portfolio Review,Pending
11434,5392,2023-07-31,Account Opening,Pending
11435,2826,2024-02-06,Issue Resolution,Pending
11436,416,2023-09-12,Issue Resolution,Closed
11437,3985,2025-06-19,Account Opening,Pending
11438,5124,2023-08-11,Portfolio Review,Pending
11439,235,2023-09-29,Account Opening,Open
11440,8355,2023-12-21,Account Opening,Open
11441,1736,2023-08-31,Portfolio Review,Pending
11442,8363,2023-10-18,Account Opening,Open
11443,1179,2025-06-25,Account Opening,Open
11444,4146,2025-01-17,Portfolio Review,Closed
11445,6498,2024-12-26,Account Opening,Pending
11446,905,2024-12-28,Account Opening,Pending
11447,1130,2024-06-20,Issue Resolution,Pending
11448,137,2024-04-16,Issue Resolution,Open
11449,8071,2024-04-13,Account Opening,Closed
11450,5436,2024-03-24,Issue Resolution,Pending
11451,7456,2025-06-14,Issue Resolution,Closed
11452,1526,2024-02-25,Issue Resolution,Closed
11453,6916,2023-12-07,Portfolio Review,Open
11454,789,2024-07-31,Account Opening,Closed
11455,9460,2024-05-17,Account Opening,Open
11456,4029,2024-04-28,Portfolio Review,Closed
11457,6133,2024-11-02,Portfolio Review,Open
11458,5476,2024-07-20,Portfolio Review,Pending
11459,9457,2025-02-06,Portfolio Review,Closed
11460,4826,2024-05-06,Issue Resolution,Pending
11461,7459,2025-02-27,Issue Resolution,Closed
11462,3202,2024-06-24,Portfolio Review,Open
11463,3404,2023-11-29,Portfolio Review,Closed
11464,3247,2025-07-15,Account Opening,Pending
11465,5761,2024-03-26,Issue Resolution,Open
11466,3728,2025-05-21,Account Opening,Closed
11467,3720,2024-12-25,Account Opening,Closed
11468,3867,2025-01-30,Issue Resolution,Open
11469,7257,2024-06-23,Portfolio Review,Closed
11470,1401,2024-03-24,Account Opening,Closed
11471,8927,2024-05-14,Issue Resolution,Open
11472,1232,2024-06-16,Issue Resolution,Pending
11473,5181,2023-09-02,Issue Resolution,Closed
11474,5319,2025-05-03,Account Opening,Closed
11475,5129,2025-07-24,Portfolio Review,Open
11476,9141,2024-11-19,Issue Resolution,Pending
11477,4884,2024-12-13,Account Opening,Closed
11478,6279,2024-12-15,Portfolio Review,Open
11479,4905,2024-04-28,Issue Resolution,Open
11480,548,2024-11-26,Portfolio Review,Closed
11481,1104,2023-08-03,Issue Resolution,Pending
11482,2148,2024-05-31,Issue Resolution,Closed
11483,9296,2025-05-09,Account Opening,Open
11484,6198,2025-04-13,Account Opening,Closed
11485,5397,2024-01-08,Portfolio Review,Closed
11486,6992,2024-10-15,Issue Resolution,Pending
11487,2663,2025-07-21,Issue Resolution,Open
11488,4783,2025-03-02,Account Opening,Open
11489,737,2025-07-07,Account Opening,Open
11490,4298,2023-10-07,Portfolio Review,Closed
11491,6777,2024-02-03,Issue Resolution,Pending
11492,7796,2024-12-11,Issue Resolution,Pending
11493,3333,2023-08-26,Issue Resolution,Open
11494,9192,2024-04-25,Portfolio Review,Pending
11495,5204,2024-03-16,Account Opening,Pending
11496,1299,2025-01-18,Account Opening,Open
11497,6124,2024-04-25,Issue Resolution,Closed
11498,3721,2023-09-14,Portfolio Review,Pending
11499,2842,2024-11-20,Account Opening,Open
11500,5680,2024-01-26,Portfolio Review,Open
11501,936,2025-04-27,Issue Resolution,Pending
11502,7529,2023-09-25,Portfolio Review,Pending
11503,2707,2023-09-27,Account Opening,Pending
11504,2810,2025-06-04,Issue Resolution,Pending
11505,4652,2023-11-08,Portfolio Review,Closed
11506,2485,2024-01-11,Issue Resolution,Pending
11507,5650,2024-01-24,Account Opening,Pending
11508,2391,2024-07-03,Portfolio Review,Open
11509,817,2025-03-22,Issue Resolution,Open
11510,4981,2024-12-27,Issue Resolution,Pending
11511,8158,2023-10-19,Account Opening,Pending
11512,2332,2024-09-19,Account Opening,Open
11513,8612,2023-08-11,Account Opening,Pending
11514,9198,2023-08-22,Portfolio Review,Pending
11515,6799,2024-11-13,Issue Resolution,Closed
11516,2848,2023-11-12,Issue Resolution,Pending
11517,5366,2024-01-24,Portfolio Review,Closed
11518,4601,2025-04-07,Issue Resolution,Closed
11519,7344,2024-06-28,Issue Resolution,Pending
11520,9832,2024-09-07,Issue Resolution,Pending
11521,7561,2023-11-21,Account Opening,Open
11522,3622,2024-04-23,Issue Resolution,Pending
11523,2765,2024-09-06,Issue Resolution,Closed
11524,9992,2025-02-22,Portfolio Review,Open
11525,9682,2025-07-09,Issue Resolution,Open
11526,4680,2024-06-16,Issue Resolution,Pending
11527,8294,2024-10-01,Account Opening,Closed
11528,5128,2025-06-13,Portfolio Review,Open
11529,7484,2025-04-27,Account Opening,Open
11530,2793,2025-03-18,Portfolio Review,Open
11531,8683,2024-07-10,Portfolio Review,Closed
11532,3227,2023-09-23,Issue Resolution,Closed
11533,1182,2024-09-29,Portfolio Review,Closed
11534,9438,2023-09-10,Issue Resolution,Pending
11535,9947,2025-02-20,Portfolio Review,Pending
11536,5121,2024-09-14,Issue Resolution,Pending
11537,4143,2024-05-20,Issue Resolution,Closed
11538,6201,2024-11-23,Account Opening,Pending
11539,1805,2025-03-22,Portfolio Review,Pending
11540,1500,2024-03-21,Account Opening,Closed
11541,4867,2025-07-10,Account Opening,Closed
11542,6365,2024-03-20,Portfolio Review,Pending
11543,4692,2024-09-03,Issue Resolution,Pending
11544,7560,2024-10-13,Issue Resolution,Pending
11545,1136,2024-04-21,Portfolio Review,Pending
11546,2391,2024-02-11,Account Opening,Closed
11547,1917,2023-11-27,Portfolio Review,Closed
11548,2266,2024-01-18,Portfolio Review,Open
11549,9338,2023-11-18,Portfolio Review,Closed
11550,8448,2024-12-26,Account Opening,Closed
11551,6651,2024-10-07,Account Opening,Pending
11552,7154,2023-08-07,Portfolio Review,Open
11553,2760,2025-02-22,Portfolio Review,Closed
11554,9102,2025-01-05,Portfolio Review,Pending
11555,3949,2024-12-30,Portfolio Review,Closed
11556,3864,2025-02-09,Portfolio Review,Closed
11557,5000,2025-01-23,Issue Resolution,Closed
11558,8088,2025-02-02,Portfolio Review,Closed
11559,7940,2024-12-08,Issue Resolution,Closed
11560,4323,2024-08-21,Issue Resolution,Closed
11561,105,2024-06-03,Account Opening,Open
11562,2107,2024-05-27,Issue Resolution,Closed
11563,7680,2023-08-23,Portfolio Review,Open
11564,1609,2025-03-28,Account Opening,Closed
11565,4516,2024-02-06,Issue Resolution,Pending
11566,5157,2024-08-19,Issue Resolution,Closed
11567,6222,2023-08-14,Account Opening,Closed
11568,9608,2023-10-09,Issue Resolution,Closed
11569,5758,2024-04-21,Account Opening,Open
11570,1449,2023-11-28,Issue Resolution,Pending
11571,8476,2024-01-02,Account Opening,Closed
11572,9280,2024-06-21,Portfolio Review,Open
11573,955,2023-10-12,Issue Resolution,Open
11574,1763,2024-09-02,Account Opening,Open
11575,4774,2025-03-24,Portfolio Review,Pending
11576,4539,2023-10-17,Issue Resolution,Closed
11577,1513,2025-04-01,Portfolio Review,Closed
11578,5392,2025-05-26,Account Opening,Open
11579,4976,2025-02-24,Account Opening,Pending
11580,4705,2024-12-25,Portfolio Review,Pending
11581,9997,2023-09-20,Issue Resolution,Open
11582,5633,2025-02-20,Portfolio Review,Closed
11583,6804,2024-06-13,Portfolio Review,Open
11584,9246,2024-04-20,Portfolio Review,Closed
11585,4676,2023-08-22,Portfolio Review,Open
11586,151,2023-09-13,Account Opening,Open
11587,6610,2025-05-28,Portfolio Review,Closed
11588,121,2024-11-01,Issue Resolution,Open
11589,1377,2025-01-24,Issue Resolution,Open
11590,4202,2024-09-29,Issue Resolution,Closed
11591,7256,2024-07-30,Account Opening,Closed
11592,9979,2025-01-15,Portfolio Review,Closed
11593,6937,2025-01-09,Issue Resolution,Pending
11594,8555,2025-05-25,Issue Resolution,Open
11595,6640,2023-11-27,Account Opening,Open
11596,2816,2025-04-16,Issue Resolution,Closed
11597,4597,2025-02-08,Issue Resolution,Pending
11598,6785,2023-08-14,Issue Resolution,Open
11599,3578,2024-03-02,Portfolio Review,Closed
11600,8954,2024-06-05,Account Opening,Closed
11601,547,2024-03-30,Account Opening,Pending
11602,9044,2023-11-08,Portfolio Review,Closed
11603,4599,2025-04-03,Portfolio Review,Pending
11604,5979,2023-10-31,Portfolio Review,Open
11605,2172,2024-01-26,Account Opening,Closed
11606,1086,2023-11-27,Portfolio Review,Closed
11607,8194,2023-08-02,Account Opening,Open
11608,6228,2025-07-13,Portfolio Review,Pending
11609,2600,2024-03-13,Account Opening,Pending
11610,1600,2023-08-31,Portfolio Review,Closed
11611,5631,2025-03-07,Account Opening,Closed
11612,9483,2024-07-12,Portfolio Review,Closed
11613,2481,2024-12-20,Portfolio Review,Open
11614,6527,2024-02-26,Account Opening,Pending
11615,2318,2025-06-26,Account Opening,Closed
11616,6715,2025-06-07,Account Opening,Pending
11617,9420,2024-07-22,Account Opening,Closed
11618,5125,2023-11-18,Account Opening,Pending
11619,1139,2025-05-26,Account Opening,Pending
11620,9756,2024-03-27,Issue Resolution,Pending
11621,3356,2023-11-04,Account Opening,Pending
11622,6163,2023-12-01,Issue Resolution,Open
11623,6493,2023-08-25,Account Opening,Open
